path,valence
../mel_spectrograms\spectrogram_5947.npy,3.75
../mel_spectrograms\spectrogram_5948.npy,4.25
../mel_spectrograms\spectrogram_5949.npy,2.25
../mel_spectrograms\spectrogram_5950.npy,4.0
../mel_spectrograms\spectrogram_5951.npy,3.75
../mel_spectrograms\spectrogram_5952.npy,3.0
../mel_spectrograms\spectrogram_5953.npy,3.5
../mel_spectrograms\spectrogram_5954.npy,3.0
../mel_spectrograms\spectrogram_5955.npy,1.75
../mel_spectrograms\spectrogram_5956.npy,3.5
../mel_spectrograms\spectrogram_5957.npy,3.5
../mel_spectrograms\spectrogram_5958.npy,4.0
../mel_spectrograms\spectrogram_5959.npy,2.75
../mel_spectrograms\spectrogram_5960.npy,3.25
../mel_spectrograms\spectrogram_5961.npy,3.75
../mel_spectrograms\spectrogram_5962.npy,2.5
../mel_spectrograms\spectrogram_5963.npy,2.75
../mel_spectrograms\spectrogram_5964.npy,3.5
../mel_spectrograms\spectrogram_5965.npy,3.0
../mel_spectrograms\spectrogram_5966.npy,4.0
../mel_spectrograms\spectrogram_5967.npy,3.5
../mel_spectrograms\spectrogram_5968.npy,4.5
../mel_spectrograms\spectrogram_5969.npy,3.5
../mel_spectrograms\spectrogram_5970.npy,3.75
../mel_spectrograms\spectrogram_5971.npy,4.25
../mel_spectrograms\spectrogram_5972.npy,3.25
../mel_spectrograms\spectrogram_5973.npy,3.25
../mel_spectrograms\spectrogram_5974.npy,2.5
../mel_spectrograms\spectrogram_5975.npy,3.75
../mel_spectrograms\spectrogram_5976.npy,2.5
../mel_spectrograms\spectrogram_5977.npy,3.0
../mel_spectrograms\spectrogram_5978.npy,3.25
../mel_spectrograms\spectrogram_5979.npy,3.75
../mel_spectrograms\spectrogram_5980.npy,4.0
../mel_spectrograms\spectrogram_5981.npy,3.0
../mel_spectrograms\spectrogram_5982.npy,2.25
../mel_spectrograms\spectrogram_5983.npy,3.5
../mel_spectrograms\spectrogram_5984.npy,3.75
../mel_spectrograms\spectrogram_5985.npy,3.25
../mel_spectrograms\spectrogram_5986.npy,2.75
../mel_spectrograms\spectrogram_5987.npy,3.25
../mel_spectrograms\spectrogram_5988.npy,3.0
../mel_spectrograms\spectrogram_5989.npy,2.5
../mel_spectrograms\spectrogram_5990.npy,1.75
../mel_spectrograms\spectrogram_5991.npy,3.0
../mel_spectrograms\spectrogram_5992.npy,4.25
../mel_spectrograms\spectrogram_5993.npy,1.0
../mel_spectrograms\spectrogram_5994.npy,3.5
../mel_spectrograms\spectrogram_5995.npy,3.25
../mel_spectrograms\spectrogram_5996.npy,2.25
../mel_spectrograms\spectrogram_5997.npy,2.75
../mel_spectrograms\spectrogram_5998.npy,4.25
../mel_spectrograms\spectrogram_5999.npy,2.0
../mel_spectrograms\spectrogram_6000.npy,3.25
../mel_spectrograms\spectrogram_6001.npy,2.25
../mel_spectrograms\spectrogram_6002.npy,4.0
../mel_spectrograms\spectrogram_6003.npy,4.5
../mel_spectrograms\spectrogram_6004.npy,3.0
../mel_spectrograms\spectrogram_6005.npy,4.5
../mel_spectrograms\spectrogram_6006.npy,3.75
../mel_spectrograms\spectrogram_6007.npy,3.5
../mel_spectrograms\spectrogram_6008.npy,2.25
../mel_spectrograms\spectrogram_6009.npy,3.25
../mel_spectrograms\spectrogram_6010.npy,3.75
../mel_spectrograms\spectrogram_6011.npy,3.0
../mel_spectrograms\spectrogram_6012.npy,2.25
../mel_spectrograms\spectrogram_6013.npy,2.5
../mel_spectrograms\spectrogram_6014.npy,3.25
../mel_spectrograms\spectrogram_6015.npy,1.75
../mel_spectrograms\spectrogram_6016.npy,3.25
../mel_spectrograms\spectrogram_6017.npy,4.25
../mel_spectrograms\spectrogram_6018.npy,3.5
../mel_spectrograms\spectrogram_6019.npy,4.25
../mel_spectrograms\spectrogram_6020.npy,4.25
../mel_spectrograms\spectrogram_6021.npy,2.75
../mel_spectrograms\spectrogram_6022.npy,2.5
../mel_spectrograms\spectrogram_6023.npy,4.0
../mel_spectrograms\spectrogram_6024.npy,3.75
../mel_spectrograms\spectrogram_6025.npy,2.5
../mel_spectrograms\spectrogram_6026.npy,3.5
../mel_spectrograms\spectrogram_6027.npy,3.25
../mel_spectrograms\spectrogram_6028.npy,3.75
../mel_spectrograms\spectrogram_6029.npy,4.0
../mel_spectrograms\spectrogram_6030.npy,4.0
../mel_spectrograms\spectrogram_6031.npy,3.0
../mel_spectrograms\spectrogram_6032.npy,4.0
../mel_spectrograms\spectrogram_6033.npy,2.5
../mel_spectrograms\spectrogram_6034.npy,3.5
../mel_spectrograms\spectrogram_6035.npy,2.75
../mel_spectrograms\spectrogram_6036.npy,3.5
../mel_spectrograms\spectrogram_6037.npy,4.0
../mel_spectrograms\spectrogram_6038.npy,3.5
../mel_spectrograms\spectrogram_6039.npy,3.25
../mel_spectrograms\spectrogram_6040.npy,3.0
../mel_spectrograms\spectrogram_6041.npy,3.5
../mel_spectrograms\spectrogram_6042.npy,4.25
../mel_spectrograms\spectrogram_6043.npy,1.75
../mel_spectrograms\spectrogram_6044.npy,1.75
../mel_spectrograms\spectrogram_6045.npy,3.0
../mel_spectrograms\spectrogram_6046.npy,2.5
../mel_spectrograms\spectrogram_6047.npy,2.5
../mel_spectrograms\spectrogram_6048.npy,2.25
../mel_spectrograms\spectrogram_6049.npy,3.25
../mel_spectrograms\spectrogram_6050.npy,2.5
../mel_spectrograms\spectrogram_6051.npy,4.25
../mel_spectrograms\spectrogram_6052.npy,3.0
../mel_spectrograms\spectrogram_6053.npy,4.25
../mel_spectrograms\spectrogram_6054.npy,2.25
../mel_spectrograms\spectrogram_6055.npy,3.0
../mel_spectrograms\spectrogram_6056.npy,3.75
../mel_spectrograms\spectrogram_6057.npy,3.25
../mel_spectrograms\spectrogram_6058.npy,2.5
../mel_spectrograms\spectrogram_6059.npy,1.75
../mel_spectrograms\spectrogram_6060.npy,3.25
../mel_spectrograms\spectrogram_6061.npy,3.75
../mel_spectrograms\spectrogram_6062.npy,4.0
../mel_spectrograms\spectrogram_6063.npy,4.0
../mel_spectrograms\spectrogram_6064.npy,4.0
../mel_spectrograms\spectrogram_6065.npy,2.5
../mel_spectrograms\spectrogram_6066.npy,2.5
../mel_spectrograms\spectrogram_6067.npy,3.25
../mel_spectrograms\spectrogram_6068.npy,3.0
../mel_spectrograms\spectrogram_6069.npy,3.75
../mel_spectrograms\spectrogram_6070.npy,4.0
../mel_spectrograms\spectrogram_6071.npy,3.75
../mel_spectrograms\spectrogram_6072.npy,4.5
../mel_spectrograms\spectrogram_6073.npy,4.5
../mel_spectrograms\spectrogram_6074.npy,4.0
../mel_spectrograms\spectrogram_6075.npy,3.0
../mel_spectrograms\spectrogram_6076.npy,3.25
../mel_spectrograms\spectrogram_6077.npy,3.25
../mel_spectrograms\spectrogram_6078.npy,2.75
../mel_spectrograms\spectrogram_6079.npy,4.25
../mel_spectrograms\spectrogram_6080.npy,3.75
../mel_spectrograms\spectrogram_6081.npy,3.5
../mel_spectrograms\spectrogram_6082.npy,3.0
../mel_spectrograms\spectrogram_6083.npy,3.5
../mel_spectrograms\spectrogram_6084.npy,2.0
../mel_spectrograms\spectrogram_6085.npy,4.0
../mel_spectrograms\spectrogram_6086.npy,4.5
../mel_spectrograms\spectrogram_6087.npy,3.0
../mel_spectrograms\spectrogram_6088.npy,3.25
../mel_spectrograms\spectrogram_6089.npy,2.25
../mel_spectrograms\spectrogram_6090.npy,3.25
../mel_spectrograms\spectrogram_6091.npy,3.5
../mel_spectrograms\spectrogram_6092.npy,2.5
../mel_spectrograms\spectrogram_6093.npy,3.25
../mel_spectrograms\spectrogram_6094.npy,4.5
../mel_spectrograms\spectrogram_6095.npy,3.5
../mel_spectrograms\spectrogram_6096.npy,3.25
../mel_spectrograms\spectrogram_6097.npy,4.75
../mel_spectrograms\spectrogram_6098.npy,3.0
../mel_spectrograms\spectrogram_6099.npy,3.25
../mel_spectrograms\spectrogram_6100.npy,3.0
../mel_spectrograms\spectrogram_6101.npy,2.5
../mel_spectrograms\spectrogram_6102.npy,2.5
../mel_spectrograms\spectrogram_6103.npy,3.75
../mel_spectrograms\spectrogram_6104.npy,2.5
../mel_spectrograms\spectrogram_6105.npy,3.0
../mel_spectrograms\spectrogram_6106.npy,3.5
../mel_spectrograms\spectrogram_6107.npy,3.5
../mel_spectrograms\spectrogram_6108.npy,2.25
../mel_spectrograms\spectrogram_6109.npy,3.0
../mel_spectrograms\spectrogram_6110.npy,3.5
../mel_spectrograms\spectrogram_6111.npy,4.5
../mel_spectrograms\spectrogram_6112.npy,4.25
../mel_spectrograms\spectrogram_6113.npy,2.0
../mel_spectrograms\spectrogram_6114.npy,3.0
../mel_spectrograms\spectrogram_6115.npy,2.5
../mel_spectrograms\spectrogram_6116.npy,3.25
../mel_spectrograms\spectrogram_6117.npy,1.75
../mel_spectrograms\spectrogram_6118.npy,3.25
../mel_spectrograms\spectrogram_6119.npy,3.0
../mel_spectrograms\spectrogram_6120.npy,3.25
../mel_spectrograms\spectrogram_6121.npy,2.5
../mel_spectrograms\spectrogram_6122.npy,2.75
../mel_spectrograms\spectrogram_6123.npy,4.25
../mel_spectrograms\spectrogram_6124.npy,3.0
../mel_spectrograms\spectrogram_6125.npy,3.25
../mel_spectrograms\spectrogram_6126.npy,2.0
../mel_spectrograms\spectrogram_6127.npy,4.0
../mel_spectrograms\spectrogram_6128.npy,4.0
../mel_spectrograms\spectrogram_6129.npy,3.5
../mel_spectrograms\spectrogram_6130.npy,3.25
../mel_spectrograms\spectrogram_6131.npy,2.75
../mel_spectrograms\spectrogram_6132.npy,1.75
../mel_spectrograms\spectrogram_6133.npy,4.25
../mel_spectrograms\spectrogram_6134.npy,2.75
../mel_spectrograms\spectrogram_6135.npy,3.25
../mel_spectrograms\spectrogram_6136.npy,2.0
../mel_spectrograms\spectrogram_6137.npy,2.75
../mel_spectrograms\spectrogram_6138.npy,2.25
../mel_spectrograms\spectrogram_6139.npy,3.5
../mel_spectrograms\spectrogram_6140.npy,4.0
../mel_spectrograms\spectrogram_6141.npy,3.5
../mel_spectrograms\spectrogram_6142.npy,4.0
../mel_spectrograms\spectrogram_6143.npy,2.0
../mel_spectrograms\spectrogram_6144.npy,2.75
../mel_spectrograms\spectrogram_6145.npy,3.0
../mel_spectrograms\spectrogram_6146.npy,3.25
../mel_spectrograms\spectrogram_6147.npy,3.5
../mel_spectrograms\spectrogram_6148.npy,3.25
../mel_spectrograms\spectrogram_6149.npy,3.75
../mel_spectrograms\spectrogram_6150.npy,3.5
../mel_spectrograms\spectrogram_6151.npy,2.5
../mel_spectrograms\spectrogram_6152.npy,3.75
../mel_spectrograms\spectrogram_6153.npy,1.75
../mel_spectrograms\spectrogram_6154.npy,3.0
../mel_spectrograms\spectrogram_6155.npy,3.0
../mel_spectrograms\spectrogram_6156.npy,3.0
../mel_spectrograms\spectrogram_6157.npy,3.5
../mel_spectrograms\spectrogram_6158.npy,3.25
../mel_spectrograms\spectrogram_6159.npy,3.5
../mel_spectrograms\spectrogram_6160.npy,3.75
../mel_spectrograms\spectrogram_6161.npy,2.5
../mel_spectrograms\spectrogram_6162.npy,1.75
../mel_spectrograms\spectrogram_6163.npy,2.75
../mel_spectrograms\spectrogram_6164.npy,4.5
../mel_spectrograms\spectrogram_6165.npy,2.25
../mel_spectrograms\spectrogram_6166.npy,2.75
../mel_spectrograms\spectrogram_6167.npy,2.5
../mel_spectrograms\spectrogram_6168.npy,2.0
../mel_spectrograms\spectrogram_6169.npy,4.0
../mel_spectrograms\spectrogram_6170.npy,4.0
../mel_spectrograms\spectrogram_6171.npy,1.25
../mel_spectrograms\spectrogram_6172.npy,3.0
../mel_spectrograms\spectrogram_6173.npy,2.5
../mel_spectrograms\spectrogram_6174.npy,3.75
../mel_spectrograms\spectrogram_6175.npy,3.5
../mel_spectrograms\spectrogram_6176.npy,3.0
../mel_spectrograms\spectrogram_6177.npy,2.25
../mel_spectrograms\spectrogram_6178.npy,4.25
../mel_spectrograms\spectrogram_6179.npy,3.75
../mel_spectrograms\spectrogram_6180.npy,2.25
../mel_spectrograms\spectrogram_6181.npy,2.5
../mel_spectrograms\spectrogram_6182.npy,3.75
../mel_spectrograms\spectrogram_6183.npy,2.5
../mel_spectrograms\spectrogram_6184.npy,3.25
../mel_spectrograms\spectrogram_6185.npy,4.0
../mel_spectrograms\spectrogram_6186.npy,3.0
../mel_spectrograms\spectrogram_6187.npy,3.75
../mel_spectrograms\spectrogram_6188.npy,3.0
../mel_spectrograms\spectrogram_6189.npy,3.25
../mel_spectrograms\spectrogram_6190.npy,4.0
../mel_spectrograms\spectrogram_6191.npy,4.75
../mel_spectrograms\spectrogram_6192.npy,2.5
../mel_spectrograms\spectrogram_6193.npy,2.25
../mel_spectrograms\spectrogram_6194.npy,1.25
../mel_spectrograms\spectrogram_6195.npy,3.75
../mel_spectrograms\spectrogram_6196.npy,3.25
../mel_spectrograms\spectrogram_6197.npy,3.0
../mel_spectrograms\spectrogram_6198.npy,2.75
../mel_spectrograms\spectrogram_6199.npy,4.75
../mel_spectrograms\spectrogram_6200.npy,3.0
../mel_spectrograms\spectrogram_6201.npy,3.25
../mel_spectrograms\spectrogram_6202.npy,3.25
../mel_spectrograms\spectrogram_6203.npy,4.25
../mel_spectrograms\spectrogram_6204.npy,3.75
../mel_spectrograms\spectrogram_6205.npy,3.5
../mel_spectrograms\spectrogram_6206.npy,2.75
../mel_spectrograms\spectrogram_6207.npy,3.75
../mel_spectrograms\spectrogram_6208.npy,3.25
../mel_spectrograms\spectrogram_6209.npy,3.25
../mel_spectrograms\spectrogram_6210.npy,2.5
../mel_spectrograms\spectrogram_6211.npy,2.75
../mel_spectrograms\spectrogram_6212.npy,3.0
../mel_spectrograms\spectrogram_6213.npy,3.0
../mel_spectrograms\spectrogram_6214.npy,4.0
../mel_spectrograms\spectrogram_6215.npy,2.25
../mel_spectrograms\spectrogram_6216.npy,2.75
../mel_spectrograms\spectrogram_6217.npy,3.25
../mel_spectrograms\spectrogram_6218.npy,2.5
../mel_spectrograms\spectrogram_6219.npy,3.5
../mel_spectrograms\spectrogram_6220.npy,3.25
../mel_spectrograms\spectrogram_6221.npy,2.5
../mel_spectrograms\spectrogram_6222.npy,2.0
../mel_spectrograms\spectrogram_6223.npy,3.0
../mel_spectrograms\spectrogram_6224.npy,2.75
../mel_spectrograms\spectrogram_6225.npy,2.0
../mel_spectrograms\spectrogram_6226.npy,3.5
../mel_spectrograms\spectrogram_6227.npy,3.5
../mel_spectrograms\spectrogram_6228.npy,2.75
../mel_spectrograms\spectrogram_6229.npy,3.75
../mel_spectrograms\spectrogram_6230.npy,4.0
../mel_spectrograms\spectrogram_6231.npy,2.25
../mel_spectrograms\spectrogram_6232.npy,3.25
../mel_spectrograms\spectrogram_6233.npy,3.0
../mel_spectrograms\spectrogram_6234.npy,4.5
../mel_spectrograms\spectrogram_6235.npy,4.25
../mel_spectrograms\spectrogram_6236.npy,2.25
../mel_spectrograms\spectrogram_6237.npy,4.0
../mel_spectrograms\spectrogram_6238.npy,3.0
../mel_spectrograms\spectrogram_6239.npy,4.0
../mel_spectrograms\spectrogram_6240.npy,2.75
../mel_spectrograms\spectrogram_6241.npy,3.25
../mel_spectrograms\spectrogram_6242.npy,4.25
../mel_spectrograms\spectrogram_6243.npy,3.75
../mel_spectrograms\spectrogram_6244.npy,3.75
../mel_spectrograms\spectrogram_6245.npy,3.75
../mel_spectrograms\spectrogram_6246.npy,3.75
../mel_spectrograms\spectrogram_6247.npy,3.5
../mel_spectrograms\spectrogram_6248.npy,3.75
../mel_spectrograms\spectrogram_6249.npy,2.25
../mel_spectrograms\spectrogram_6250.npy,3.25
../mel_spectrograms\spectrogram_6251.npy,4.5
../mel_spectrograms\spectrogram_6252.npy,2.25
../mel_spectrograms\spectrogram_6253.npy,2.5
../mel_spectrograms\spectrogram_6254.npy,2.0
../mel_spectrograms\spectrogram_6255.npy,2.5
../mel_spectrograms\spectrogram_6256.npy,3.25
../mel_spectrograms\spectrogram_6257.npy,3.0
../mel_spectrograms\spectrogram_6258.npy,2.75
../mel_spectrograms\spectrogram_6259.npy,4.5
../mel_spectrograms\spectrogram_6260.npy,2.25
../mel_spectrograms\spectrogram_6261.npy,3.25
../mel_spectrograms\spectrogram_6262.npy,2.75
../mel_spectrograms\spectrogram_6263.npy,3.5
../mel_spectrograms\spectrogram_6264.npy,3.25
../mel_spectrograms\spectrogram_6265.npy,3.5
../mel_spectrograms\spectrogram_6266.npy,1.75
../mel_spectrograms\spectrogram_6267.npy,4.0
../mel_spectrograms\spectrogram_6268.npy,3.5
../mel_spectrograms\spectrogram_6269.npy,3.0
../mel_spectrograms\spectrogram_6270.npy,3.25
../mel_spectrograms\spectrogram_6271.npy,4.0
../mel_spectrograms\spectrogram_6272.npy,3.5
../mel_spectrograms\spectrogram_6273.npy,3.25
../mel_spectrograms\spectrogram_6274.npy,3.25
../mel_spectrograms\spectrogram_6275.npy,3.25
../mel_spectrograms\spectrogram_6276.npy,1.5
../mel_spectrograms\spectrogram_6277.npy,2.75
../mel_spectrograms\spectrogram_6278.npy,3.5
../mel_spectrograms\spectrogram_6279.npy,2.0
../mel_spectrograms\spectrogram_6280.npy,2.25
../mel_spectrograms\spectrogram_6281.npy,4.25
../mel_spectrograms\spectrogram_6282.npy,3.0
../mel_spectrograms\spectrogram_6283.npy,3.25
../mel_spectrograms\spectrogram_6284.npy,1.0
../mel_spectrograms\spectrogram_6285.npy,2.0
../mel_spectrograms\spectrogram_6286.npy,2.5
../mel_spectrograms\spectrogram_6287.npy,3.0
../mel_spectrograms\spectrogram_6288.npy,1.5
../mel_spectrograms\spectrogram_6289.npy,3.25
../mel_spectrograms\spectrogram_6290.npy,3.5
../mel_spectrograms\spectrogram_6291.npy,3.25
../mel_spectrograms\spectrogram_6292.npy,3.5
../mel_spectrograms\spectrogram_6293.npy,1.75
../mel_spectrograms\spectrogram_6294.npy,3.5
../mel_spectrograms\spectrogram_6295.npy,2.5
../mel_spectrograms\spectrogram_6296.npy,3.0
../mel_spectrograms\spectrogram_6297.npy,1.75
../mel_spectrograms\spectrogram_6298.npy,3.75
../mel_spectrograms\spectrogram_6299.npy,2.75
../mel_spectrograms\spectrogram_6300.npy,3.75
../mel_spectrograms\spectrogram_6301.npy,4.25
../mel_spectrograms\spectrogram_6302.npy,3.75
../mel_spectrograms\spectrogram_6303.npy,3.25
../mel_spectrograms\spectrogram_6304.npy,3.5
../mel_spectrograms\spectrogram_6305.npy,3.25
../mel_spectrograms\spectrogram_6306.npy,3.25
../mel_spectrograms\spectrogram_6307.npy,4.5
../mel_spectrograms\spectrogram_6308.npy,3.5
../mel_spectrograms\spectrogram_6309.npy,2.25
../mel_spectrograms\spectrogram_6310.npy,3.5
../mel_spectrograms\spectrogram_6311.npy,3.5
../mel_spectrograms\spectrogram_6312.npy,4.0
../mel_spectrograms\spectrogram_6313.npy,3.25
../mel_spectrograms\spectrogram_6314.npy,3.0
../mel_spectrograms\spectrogram_6315.npy,4.0
../mel_spectrograms\spectrogram_6316.npy,3.5
../mel_spectrograms\spectrogram_6317.npy,3.5
../mel_spectrograms\spectrogram_6318.npy,3.0
../mel_spectrograms\spectrogram_6319.npy,3.75
../mel_spectrograms\spectrogram_6320.npy,2.5
../mel_spectrograms\spectrogram_6321.npy,4.25
../mel_spectrograms\spectrogram_6322.npy,2.75
../mel_spectrograms\spectrogram_6323.npy,4.25
../mel_spectrograms\spectrogram_6324.npy,4.0
../mel_spectrograms\spectrogram_6325.npy,3.0
../mel_spectrograms\spectrogram_6326.npy,3.0
../mel_spectrograms\spectrogram_6327.npy,2.5
../mel_spectrograms\spectrogram_6328.npy,3.75
../mel_spectrograms\spectrogram_6329.npy,3.0
../mel_spectrograms\spectrogram_6330.npy,3.0
../mel_spectrograms\spectrogram_6331.npy,2.5
../mel_spectrograms\spectrogram_6332.npy,3.75
../mel_spectrograms\spectrogram_6333.npy,2.5
../mel_spectrograms\spectrogram_6334.npy,1.75
../mel_spectrograms\spectrogram_6335.npy,4.75
../mel_spectrograms\spectrogram_6336.npy,2.75
../mel_spectrograms\spectrogram_6337.npy,4.0
../mel_spectrograms\spectrogram_6338.npy,5.0
../mel_spectrograms\spectrogram_6339.npy,3.75
../mel_spectrograms\spectrogram_6340.npy,2.0
../mel_spectrograms\spectrogram_6341.npy,2.5
../mel_spectrograms\spectrogram_6342.npy,3.75
../mel_spectrograms\spectrogram_6343.npy,2.75
../mel_spectrograms\spectrogram_6344.npy,2.5
../mel_spectrograms\spectrogram_6345.npy,2.5
../mel_spectrograms\spectrogram_6346.npy,2.25
../mel_spectrograms\spectrogram_6347.npy,4.0
../mel_spectrograms\spectrogram_6348.npy,3.5
../mel_spectrograms\spectrogram_6349.npy,4.5
../mel_spectrograms\spectrogram_6350.npy,4.75
../mel_spectrograms\spectrogram_6351.npy,2.0
../mel_spectrograms\spectrogram_6352.npy,4.25
../mel_spectrograms\spectrogram_6353.npy,2.5
../mel_spectrograms\spectrogram_6354.npy,3.75
../mel_spectrograms\spectrogram_6355.npy,4.25
../mel_spectrograms\spectrogram_6356.npy,4.0
../mel_spectrograms\spectrogram_6357.npy,4.25
../mel_spectrograms\spectrogram_6358.npy,2.0
../mel_spectrograms\spectrogram_6359.npy,2.0
../mel_spectrograms\spectrogram_6360.npy,4.25
../mel_spectrograms\spectrogram_6361.npy,3.5
../mel_spectrograms\spectrogram_6362.npy,3.75
../mel_spectrograms\spectrogram_6363.npy,1.5
../mel_spectrograms\spectrogram_6364.npy,1.5
../mel_spectrograms\spectrogram_6365.npy,4.5
../mel_spectrograms\spectrogram_6366.npy,4.25
../mel_spectrograms\spectrogram_6367.npy,2.75
../mel_spectrograms\spectrogram_6368.npy,2.75
../mel_spectrograms\spectrogram_6369.npy,3.5
../mel_spectrograms\spectrogram_6370.npy,3.75
../mel_spectrograms\spectrogram_6371.npy,1.5
../mel_spectrograms\spectrogram_6372.npy,3.25
../mel_spectrograms\spectrogram_6373.npy,3.75
../mel_spectrograms\spectrogram_6374.npy,3.25
../mel_spectrograms\spectrogram_6375.npy,4.25
../mel_spectrograms\spectrogram_6376.npy,1.75
../mel_spectrograms\spectrogram_6377.npy,1.25
../mel_spectrograms\spectrogram_6378.npy,4.25
../mel_spectrograms\spectrogram_6379.npy,2.75
../mel_spectrograms\spectrogram_6380.npy,3.5
../mel_spectrograms\spectrogram_6381.npy,2.25
../mel_spectrograms\spectrogram_6382.npy,3.25
../mel_spectrograms\spectrogram_6383.npy,2.25
../mel_spectrograms\spectrogram_6384.npy,2.5
../mel_spectrograms\spectrogram_6385.npy,3.75
../mel_spectrograms\spectrogram_6386.npy,3.0
../mel_spectrograms\spectrogram_6387.npy,3.5
../mel_spectrograms\spectrogram_6388.npy,3.0
../mel_spectrograms\spectrogram_6389.npy,2.75
../mel_spectrograms\spectrogram_6390.npy,1.75
../mel_spectrograms\spectrogram_6391.npy,3.5
../mel_spectrograms\spectrogram_6392.npy,4.0
../mel_spectrograms\spectrogram_6393.npy,3.0
../mel_spectrograms\spectrogram_6394.npy,2.75
../mel_spectrograms\spectrogram_6395.npy,2.25
../mel_spectrograms\spectrogram_6396.npy,3.5
../mel_spectrograms\spectrogram_6397.npy,3.75
../mel_spectrograms\spectrogram_6398.npy,3.25
../mel_spectrograms\spectrogram_6399.npy,2.75
../mel_spectrograms\spectrogram_6400.npy,2.25
../mel_spectrograms\spectrogram_6401.npy,3.25
../mel_spectrograms\spectrogram_6402.npy,3.75
../mel_spectrograms\spectrogram_6403.npy,2.75
../mel_spectrograms\spectrogram_6404.npy,4.0
../mel_spectrograms\spectrogram_6405.npy,2.75
../mel_spectrograms\spectrogram_6406.npy,3.5
../mel_spectrograms\spectrogram_6407.npy,3.25
../mel_spectrograms\spectrogram_6408.npy,1.75
../mel_spectrograms\spectrogram_6409.npy,2.25
../mel_spectrograms\spectrogram_6410.npy,3.75
../mel_spectrograms\spectrogram_6411.npy,3.75
../mel_spectrograms\spectrogram_6412.npy,2.5
../mel_spectrograms\spectrogram_6413.npy,4.25
../mel_spectrograms\spectrogram_6414.npy,2.5
../mel_spectrograms\spectrogram_6415.npy,2.0
../mel_spectrograms\spectrogram_6416.npy,4.5
../mel_spectrograms\spectrogram_6417.npy,2.5
../mel_spectrograms\spectrogram_6418.npy,4.25
../mel_spectrograms\spectrogram_6419.npy,3.0
../mel_spectrograms\spectrogram_6420.npy,3.25
../mel_spectrograms\spectrogram_6421.npy,1.75
../mel_spectrograms\spectrogram_6422.npy,3.75
../mel_spectrograms\spectrogram_6423.npy,3.25
../mel_spectrograms\spectrogram_6424.npy,4.25
../mel_spectrograms\spectrogram_6425.npy,2.75
../mel_spectrograms\spectrogram_6426.npy,3.5
../mel_spectrograms\spectrogram_6427.npy,3.75
../mel_spectrograms\spectrogram_6428.npy,2.5
../mel_spectrograms\spectrogram_6429.npy,4.0
../mel_spectrograms\spectrogram_6430.npy,4.75
../mel_spectrograms\spectrogram_6431.npy,3.5
../mel_spectrograms\spectrogram_6432.npy,2.5
../mel_spectrograms\spectrogram_6433.npy,3.0
../mel_spectrograms\spectrogram_6434.npy,2.25
../mel_spectrograms\spectrogram_6435.npy,2.75
../mel_spectrograms\spectrogram_6436.npy,3.0
../mel_spectrograms\spectrogram_6437.npy,4.0
../mel_spectrograms\spectrogram_6438.npy,3.0
../mel_spectrograms\spectrogram_6439.npy,2.5
../mel_spectrograms\spectrogram_6440.npy,1.75
../mel_spectrograms\spectrogram_6441.npy,3.75
../mel_spectrograms\spectrogram_6442.npy,3.75
../mel_spectrograms\spectrogram_6443.npy,3.75
../mel_spectrograms\spectrogram_6444.npy,2.0
../mel_spectrograms\spectrogram_6445.npy,3.0
../mel_spectrograms\spectrogram_6446.npy,2.75
../mel_spectrograms\spectrogram_6447.npy,2.25
../mel_spectrograms\spectrogram_6448.npy,3.5
../mel_spectrograms\spectrogram_6449.npy,3.0
../mel_spectrograms\spectrogram_6450.npy,2.25
../mel_spectrograms\spectrogram_6451.npy,3.25
../mel_spectrograms\spectrogram_6452.npy,2.75
../mel_spectrograms\spectrogram_6453.npy,1.75
../mel_spectrograms\spectrogram_6454.npy,1.5
../mel_spectrograms\spectrogram_6455.npy,2.25
../mel_spectrograms\spectrogram_6456.npy,3.0
../mel_spectrograms\spectrogram_6457.npy,2.5
../mel_spectrograms\spectrogram_6458.npy,2.25
../mel_spectrograms\spectrogram_6459.npy,2.25
../mel_spectrograms\spectrogram_6460.npy,2.25
../mel_spectrograms\spectrogram_6461.npy,2.25
../mel_spectrograms\spectrogram_6462.npy,3.0
../mel_spectrograms\spectrogram_6463.npy,3.75
../mel_spectrograms\spectrogram_6464.npy,2.25
../mel_spectrograms\spectrogram_6465.npy,3.25
../mel_spectrograms\spectrogram_6466.npy,2.5
../mel_spectrograms\spectrogram_6467.npy,2.5
../mel_spectrograms\spectrogram_6468.npy,2.25
../mel_spectrograms\spectrogram_6469.npy,3.75
../mel_spectrograms\spectrogram_6470.npy,3.75
../mel_spectrograms\spectrogram_6471.npy,4.75
../mel_spectrograms\spectrogram_6472.npy,1.75
../mel_spectrograms\spectrogram_6473.npy,4.0
../mel_spectrograms\spectrogram_6474.npy,2.5
../mel_spectrograms\spectrogram_6475.npy,2.25
../mel_spectrograms\spectrogram_6476.npy,2.75
../mel_spectrograms\spectrogram_6477.npy,3.0
../mel_spectrograms\spectrogram_6478.npy,3.25
../mel_spectrograms\spectrogram_6479.npy,2.5
../mel_spectrograms\spectrogram_6480.npy,2.25
../mel_spectrograms\spectrogram_6481.npy,2.5
../mel_spectrograms\spectrogram_6482.npy,2.75
../mel_spectrograms\spectrogram_6483.npy,2.75
../mel_spectrograms\spectrogram_6484.npy,3.0
